order_id,invoice_no,order_date,invoice_date,delivery_date,payment_due_date,vendor_id,vendor_name,gst_number,vendor_state,vendor_contact,item_id,item_name,item_category,hsn_code,quantity,unit,unit_price,taxable_amount,cgst_rate,cgst_amount,sgst_rate,sgst_amount,total_tax,total_invoice_amount,payment_status,payment_mode,payment_date,transaction_id,transport_mode,eway_bill_no,received_by,quality_check_status,remarks
4508,INV-14508,2025-07-22,2025-07-23,2025-07-24,2025-08-22,V002,Sri Yarn Mills,33SRIYM5678Z2,Tamil Nadu,+917257880298,I004,Dyed Fabric,Fabric,6005,878,Kg,488,428464,9,38561.76,9,38561.76,77123.52,505587.52,Pending,NEFT,,TXN756257,Courier,EWB5140839,Anita,Rejected,
4509,INV-14509,2024-12-31,2025-01-01,2025-01-04,2025-01-31,V005,Vijay Spinning,33VIJSP3141Z5,Tamil Nadu,+919285556554,I005,Knitted Cloth,Fabric,6001,168,Kg,313,52584,9,4732.56,9,4732.56,9465.12,62049.12,Paid,Cheque,2025-01-01,TXN785163,Courier,EWB7340084,Kumar,Rejected,
4510,INV-14510,2024-06-07,2024-06-12,2024-06-17,2024-07-12,V004,Sakthi Traders,33SAKTR1121Z4,Tamil Nadu,+917287763492,I001,Cotton Yarn,Yarn,5205,553,Kg,466,257698,9,23192.82,9,23192.82,46385.64,304083.64,Partial,Cheque,,TXN163446,Courier,EWB7130698,Kumar,Rejected,
4511,INV-14511,2024-02-13,2024-02-16,2024-02-19,2024-03-17,V001,ABC Textiles,33ABCDE1234Z1,Tamil Nadu,+919322094976,I004,Dyed Fabric,Fabric,6005,747,Kg,442,330174,9,29715.66,9,29715.66,59431.32,389605.32,Paid,RTGS,,TXN854537,Courier,EWB4706622,Ravi,Approved,
4512,INV-14512,2025-10-07,2025-10-12,2025-10-16,2025-11-11,V004,Sakthi Traders,33SAKTR1121Z4,Tamil Nadu,+919024014828,I001,Cotton Yarn,Yarn,5205,252,Kg,308,77616,9,6985.44,9,6985.44,13970.88,91586.88,Pending,NEFT,2025-10-12,TXN387023,Courier,EWB2750873,Anita,Rejected,
4513,INV-14513,2024-09-04,2024-09-05,2024-09-12,2024-10-05,V003,Lakshmi Fabrics,33LAKFA9101Z3,Tamil Nadu,+918431796893,I001,Cotton Yarn,Yarn,5205,262,Kg,202,52924,9,4763.16,9,4763.16,9526.32,62450.32,Partial,UPI,2024-09-05,TXN749745,Road,EWB3242445,Anita,Rejected,
4514,INV-14514,2025-01-19,2025-01-21,2025-01-28,2025-02-20,V003,Lakshmi Fabrics,33LAKFA9101Z3,Tamil Nadu,+919213864513,I005,Knitted Cloth,Fabric,6001,326,Kg,452,147352,9,13261.68,9,13261.68,26523.36,173875.36,Partial,UPI,2025-01-21,TXN362245,Courier,EWB4047786,Anita,Approved,
4515,INV-14515,2024-12-31,2025-01-02,2025-01-08,2025-02-01,V002,Sri Yarn Mills,33SRIYM5678Z2,Tamil Nadu,+918222079374,I003,Grey Fabric,Fabric,6006,680,Kg,322,218960,9,19706.4,9,19706.4,39412.8,258372.8,Partial,Cheque,2025-01-02,TXN476969,Road,EWB6450836,Kumar,Rejected,
4516,INV-14516,2024-05-01,2024-05-03,2024-05-09,2024-06-02,V001,ABC Textiles,33ABCDE1234Z1,Tamil Nadu,+919103142654,I003,Grey Fabric,Fabric,6006,339,Kg,421,142719,9,12844.71,9,12844.71,25689.42,168408.41999999998,Partial,NEFT,2024-05-03,TXN897235,Road,EWB5056458,Anita,Approved,
4517,INV-14517,2024-09-09,2024-09-11,2024-09-14,2024-10-11,V003,Lakshmi Fabrics,33LAKFA9101Z3,Tamil Nadu,+919146244943,I005,Knitted Cloth,Fabric,6001,750,Kg,244,183000,9,16470.0,9,16470.0,32940.0,215940.0,Partial,UPI,,TXN766167,Courier,EWB2335099,Suresh,Approved,
4518,INV-14518,2025-03-10,2025-03-12,2025-03-17,2025-04-11,V001,ABC Textiles,33ABCDE1234Z1,Tamil Nadu,+918592038457,I005,Knitted Cloth,Fabric,6001,303,Kg,417,126351,9,11371.59,9,11371.59,22743.18,149094.18,Paid,Cheque,,TXN257738,Courier,EWB6655531,Kumar,Approved,
4519,INV-14519,2024-10-04,2024-10-09,2024-10-11,2024-11-08,V001,ABC Textiles,33ABCDE1234Z1,Tamil Nadu,+919303965134,I002,Polyester Yarn,Yarn,5402,711,Kg,319,226809,9,20412.81,9,20412.81,40825.62,267634.62,Partial,NEFT,2024-10-09,TXN581895,Road,EWB5514657,Anita,Approved,
4520,INV-14520,2025-10-12,2025-10-17,2025-10-22,2025-11-16,V003,Lakshmi Fabrics,33LAKFA9101Z3,Tamil Nadu,+918674654871,I002,Polyester Yarn,Yarn,5402,145,Kg,199,28855,9,2596.95,9,2596.95,5193.9,34048.9,Paid,RTGS,2025-10-17,TXN818068,Road,EWB6122249,Suresh,Rejected,
4521,INV-14521,2026-01-17,2026-01-18,2026-01-23,2026-02-17,V002,Sri Yarn Mills,33SRIYM5678Z2,Tamil Nadu,+917206786282,I002,Polyester Yarn,Yarn,5402,918,Kg,285,261630,9,23546.7,9,23546.7,47093.4,308723.4,Pending,UPI,,TXN500036,Road,EWB1416907,Ravi,Approved,
4522,INV-14522,2025-08-04,2025-08-09,2025-08-12,2025-09-08,V001,ABC Textiles,33ABCDE1234Z1,Tamil Nadu,+918971433037,I004,Dyed Fabric,Fabric,6005,986,Kg,452,445672,9,40110.48,9,40110.48,80220.96,525892.96,Partial,UPI,2025-08-09,TXN572850,Road,EWB6333627,Ravi,Approved,
4523,INV-14523,2024-09-19,2024-09-24,2024-09-27,2024-10-24,V004,Sakthi Traders,33SAKTR1121Z4,Tamil Nadu,+919878548002,I005,Knitted Cloth,Fabric,6001,483,Kg,176,85008,9,7650.72,9,7650.72,15301.44,100309.44,Pending,NEFT,,TXN368584,Courier,EWB4369240,Anita,Approved,
4524,INV-14524,2025-04-01,2025-04-02,2025-04-09,2025-05-02,V002,Sri Yarn Mills,33SRIYM5678Z2,Tamil Nadu,+918729312375,I002,Polyester Yarn,Yarn,5402,904,Kg,280,253120,9,22780.8,9,22780.8,45561.6,298681.6,Pending,UPI,2025-04-02,TXN632238,Road,EWB8023829,Ravi,Rejected,
4525,INV-14525,2024-11-14,2024-11-19,2024-11-22,2024-12-19,V004,Sakthi Traders,33SAKTR1121Z4,Tamil Nadu,+918810838926,I005,Knitted Cloth,Fabric,6001,744,Kg,323,240312,9,21628.08,9,21628.08,43256.16,283568.16000000003,Pending,RTGS,,TXN714285,Road,EWB6054865,Kumar,Approved,
4526,INV-14526,2025-06-08,2025-06-10,2025-06-16,2025-07-10,V004,Sakthi Traders,33SAKTR1121Z4,Tamil Nadu,+919983699210,I002,Polyester Yarn,Yarn,5402,577,Kg,417,240609,9,21654.81,9,21654.81,43309.62,283918.62,Paid,NEFT,2025-06-10,TXN154444,Road,EWB2280487,Anita,Approved,
4527,INV-14527,2024-02-17,2024-02-19,2024-02-26,2024-03-20,V005,Vijay Spinning,33VIJSP3141Z5,Tamil Nadu,+917980755713,I001,Cotton Yarn,Yarn,5205,715,Kg,330,235950,9,21235.5,9,21235.5,42471.0,278421.0,Pending,UPI,2024-02-19,TXN911605,Road,EWB5902688,Kumar,Approved,
4528,INV-14528,2025-06-06,2025-06-09,2025-06-11,2025-07-09,V003,Lakshmi Fabrics,33LAKFA9101Z3,Tamil Nadu,+919090723401,I002,Polyester Yarn,Yarn,5402,604,Kg,198,119592,9,10763.28,9,10763.28,21526.56,141118.56,Pending,NEFT,2025-06-09,TXN141232,Courier,EWB7673943,Suresh,Approved,
4529,INV-14529,2024-10-12,2024-10-16,2024-10-19,2024-11-15,V002,Sri Yarn Mills,33SRIYM5678Z2,Tamil Nadu,+917422535594,I001,Cotton Yarn,Yarn,5205,443,Kg,414,183402,9,16506.18,9,16506.18,33012.36,216414.36,Partial,UPI,2024-10-16,TXN989799,Courier,EWB9012782,Suresh,Rejected,
4530,INV-14530,2025-03-03,2025-03-06,2025-03-11,2025-04-05,V004,Sakthi Traders,33SAKTR1121Z4,Tamil Nadu,+918960881284,I001,Cotton Yarn,Yarn,5205,828,Kg,312,258336,9,23250.24,9,23250.24,46500.48,304836.48,Paid,UPI,2025-03-06,TXN417505,Courier,EWB7413175,Anita,Approved,
4531,INV-14531,2024-10-07,2024-10-12,2024-10-14,2024-11-11,V005,Vijay Spinning,33VIJSP3141Z5,Tamil Nadu,+918860015053,I002,Polyester Yarn,Yarn,5402,664,Kg,246,163344,9,14700.96,9,14700.96,29401.92,192745.91999999998,Partial,Cheque,,TXN953018,Road,EWB3456313,Anita,Approved,
4532,INV-14532,2025-09-28,2025-09-30,2025-10-01,2025-10-30,V002,Sri Yarn Mills,33SRIYM5678Z2,Tamil Nadu,+918894811389,I004,Dyed Fabric,Fabric,6005,596,Kg,327,194892,9,17540.28,9,17540.28,35080.56,229972.56,Paid,RTGS,2025-09-30,TXN987693,Courier,EWB6942005,Kumar,Rejected,
4533,INV-14533,2024-10-15,2024-10-16,2024-10-18,2024-11-15,V002,Sri Yarn Mills,33SRIYM5678Z2,Tamil Nadu,+919454546817,I005,Knitted Cloth,Fabric,6001,495,Kg,265,131175,9,11805.75,9,11805.75,23611.5,154786.5,Pending,UPI,2024-10-16,TXN141851,Road,EWB3670498,Suresh,Approved,
4534,INV-14534,2025-08-23,2025-08-25,2025-08-27,2025-09-24,V004,Sakthi Traders,33SAKTR1121Z4,Tamil Nadu,+916829972867,I002,Polyester Yarn,Yarn,5402,266,Kg,180,47880,9,4309.2,9,4309.2,8618.4,56498.4,Partial,NEFT,2025-08-25,TXN666002,Road,EWB6459285,Suresh,Approved,
4535,INV-14535,2025-11-27,2025-12-02,2025-12-09,2026-01-01,V001,ABC Textiles,33ABCDE1234Z1,Tamil Nadu,+916416241279,I004,Dyed Fabric,Fabric,6005,592,Kg,204,120768,9,10869.12,9,10869.12,21738.24,142506.24,Pending,UPI,2025-12-02,TXN996788,Courier,EWB2593936,Ravi,Approved,
4536,INV-14536,2024-12-07,2024-12-09,2024-12-14,2025-01-08,V003,Lakshmi Fabrics,33LAKFA9101Z3,Tamil Nadu,+917751281464,I001,Cotton Yarn,Yarn,5205,987,Kg,248,244776,9,22029.84,9,22029.84,44059.68,288835.68,Partial,UPI,2024-12-09,TXN511373,Courier,EWB8790024,Suresh,Rejected,
4537,INV-14537,2024-04-09,2024-04-12,2024-04-17,2024-05-12,V005,Vijay Spinning,33VIJSP3141Z5,Tamil Nadu,+917762946494,I004,Dyed Fabric,Fabric,6005,649,Kg,150,97350,9,8761.5,9,8761.5,17523.0,114873.0,Paid,RTGS,2024-04-12,TXN447615,Courier,EWB7979109,Kumar,Approved,
4538,INV-14538,2025-02-11,2025-02-14,2025-02-17,2025-03-16,V004,Sakthi Traders,33SAKTR1121Z4,Tamil Nadu,+919736159633,I003,Grey Fabric,Fabric,6006,880,Kg,413,363440,9,32709.6,9,32709.6,65419.2,428859.2,Partial,NEFT,2025-02-14,TXN968209,Road,EWB6399628,Suresh,Rejected,
4539,INV-14539,2025-03-18,2025-03-21,2025-03-24,2025-04-20,V002,Sri Yarn Mills,33SRIYM5678Z2,Tamil Nadu,+919660303384,I004,Dyed Fabric,Fabric,6005,271,Kg,491,133061,9,11975.49,9,11975.49,23950.98,157011.98,Pending,UPI,2025-03-21,TXN527396,Courier,EWB9180124,Ravi,Rejected,
4540,INV-14540,2024-08-08,2024-08-12,2024-08-19,2024-09-11,V005,Vijay Spinning,33VIJSP3141Z5,Tamil Nadu,+918589147971,I004,Dyed Fabric,Fabric,6005,707,Kg,242,171094,9,15398.46,9,15398.46,30796.92,201890.91999999998,Pending,UPI,2024-08-12,TXN666555,Courier,EWB1496180,Suresh,Rejected,
4541,INV-14541,2025-08-18,2025-08-22,2025-08-23,2025-09-21,V001,ABC Textiles,33ABCDE1234Z1,Tamil Nadu,+919437407276,I002,Polyester Yarn,Yarn,5402,739,Kg,254,187706,9,16893.54,9,16893.54,33787.08,221493.08000000002,Pending,Cheque,2025-08-22,TXN426341,Road,EWB2169490,Suresh,Approved,
4542,INV-14542,2025-03-18,2025-03-19,2025-03-25,2025-04-18,V002,Sri Yarn Mills,33SRIYM5678Z2,Tamil Nadu,+919514538519,I001,Cotton Yarn,Yarn,5205,279,Kg,370,103230,9,9290.7,9,9290.7,18581.4,121811.4,Pending,RTGS,,TXN626533,Road,EWB9360396,Anita,Approved,
4543,INV-14543,2024-03-28,2024-04-02,2024-04-09,2024-05-02,V001,ABC Textiles,33ABCDE1234Z1,Tamil Nadu,+916323251806,I003,Grey Fabric,Fabric,6006,488,Kg,331,161528,9,14537.52,9,14537.52,29075.04,190603.04,Pending,Cheque,2024-04-02,TXN503402,Road,EWB6812953,Ravi,Rejected,
4544,INV-14544,2025-04-07,2025-04-08,2025-04-15,2025-05-08,V005,Vijay Spinning,33VIJSP3141Z5,Tamil Nadu,+917038371174,I004,Dyed Fabric,Fabric,6005,832,Kg,341,283712,9,25534.08,9,25534.08,51068.16,334780.16000000003,Paid,UPI,2025-04-08,TXN863119,Road,EWB8874863,Ravi,Rejected,
4545,INV-14545,2025-12-16,2025-12-17,2025-12-22,2026-01-16,V003,Lakshmi Fabrics,33LAKFA9101Z3,Tamil Nadu,+916858582095,I005,Knitted Cloth,Fabric,6001,836,Kg,458,382888,9,34459.92,9,34459.92,68919.84,451807.83999999997,Partial,Cheque,2025-12-17,TXN618467,Courier,EWB9447138,Kumar,Rejected,
4546,INV-14546,2024-12-11,2024-12-14,2024-12-15,2025-01-13,V001,ABC Textiles,33ABCDE1234Z1,Tamil Nadu,+916467246457,I005,Knitted Cloth,Fabric,6001,123,Kg,230,28290,9,2546.1,9,2546.1,5092.2,33382.2,Pending,RTGS,2024-12-14,TXN372447,Courier,EWB8467900,Suresh,Approved,
4547,INV-14547,2024-12-16,2024-12-17,2024-12-20,2025-01-16,V005,Vijay Spinning,33VIJSP3141Z5,Tamil Nadu,+917667636445,I002,Polyester Yarn,Yarn,5402,945,Kg,227,214515,9,19306.35,9,19306.35,38612.7,253127.7,Partial,Cheque,2024-12-17,TXN521309,Road,EWB3235105,Ravi,Rejected,
4548,INV-14548,2024-06-15,2024-06-18,2024-06-24,2024-07-18,V002,Sri Yarn Mills,33SRIYM5678Z2,Tamil Nadu,+919797042896,I001,Cotton Yarn,Yarn,5205,782,Kg,443,346426,9,31178.34,9,31178.34,62356.68,408782.68,Partial,NEFT,,TXN207192,Road,EWB7998791,Anita,Approved,
4549,INV-14549,2024-06-10,2024-06-11,2024-06-14,2024-07-11,V005,Vijay Spinning,33VIJSP3141Z5,Tamil Nadu,+917066288376,I002,Polyester Yarn,Yarn,5402,243,Kg,460,111780,9,10060.2,9,10060.2,20120.4,131900.4,Pending,NEFT,,TXN247627,Road,EWB1041291,Kumar,Rejected,
4550,INV-14550,2026-01-20,2026-01-23,2026-01-25,2026-02-22,V004,Sakthi Traders,33SAKTR1121Z4,Tamil Nadu,+917723394340,I002,Polyester Yarn,Yarn,5402,551,Kg,195,107445,9,9670.05,9,9670.05,19340.1,126785.1,Paid,NEFT,2026-01-23,TXN815914,Courier,EWB4211558,Suresh,Approved,
4551,INV-14551,2025-06-23,2025-06-25,2025-07-01,2025-07-25,V001,ABC Textiles,33ABCDE1234Z1,Tamil Nadu,+918543549312,I005,Knitted Cloth,Fabric,6001,715,Kg,242,173030,9,15572.7,9,15572.7,31145.4,204175.4,Pending,NEFT,,TXN124546,Road,EWB4207400,Kumar,Approved,
4552,INV-14552,2024-09-26,2024-09-29,2024-10-06,2024-10-29,V004,Sakthi Traders,33SAKTR1121Z4,Tamil Nadu,+917595290148,I002,Polyester Yarn,Yarn,5402,732,Kg,281,205692,9,18512.28,9,18512.28,37024.56,242716.56,Pending,RTGS,2024-09-29,TXN797871,Road,EWB9546617,Anita,Approved,
4553,INV-14553,2026-01-19,2026-01-24,2026-01-29,2026-02-23,V005,Vijay Spinning,33VIJSP3141Z5,Tamil Nadu,+918501109437,I001,Cotton Yarn,Yarn,5205,994,Kg,169,167986,9,15118.74,9,15118.74,30237.48,198223.48,Pending,UPI,2026-01-24,TXN809874,Courier,EWB8787193,Suresh,Approved,
4554,INV-14554,2025-12-31,2026-01-04,2026-01-05,2026-02-03,V002,Sri Yarn Mills,33SRIYM5678Z2,Tamil Nadu,+919818752957,I003,Grey Fabric,Fabric,6006,630,Kg,220,138600,9,12474.0,9,12474.0,24948.0,163548.0,Pending,UPI,2026-01-04,TXN809425,Courier,EWB5855940,Ravi,Rejected,
4555,INV-14555,2024-12-30,2024-12-31,2025-01-07,2025-01-30,V001,ABC Textiles,33ABCDE1234Z1,Tamil Nadu,+918428986337,I001,Cotton Yarn,Yarn,5205,387,Kg,309,119583,9,10762.47,9,10762.47,21524.94,141107.94,Pending,RTGS,,TXN449564,Courier,EWB1693587,Anita,Approved,
4556,INV-14556,2025-05-20,2025-05-24,2025-05-28,2025-06-23,V005,Vijay Spinning,33VIJSP3141Z5,Tamil Nadu,+917888008103,I002,Polyester Yarn,Yarn,5402,287,Kg,299,85813,9,7723.17,9,7723.17,15446.34,101259.34,Partial,UPI,2025-05-24,TXN560154,Road,EWB3063965,Anita,Approved,
4557,INV-14557,2025-11-23,2025-11-27,2025-12-04,2025-12-27,V005,Vijay Spinning,33VIJSP3141Z5,Tamil Nadu,+917011572679,I004,Dyed Fabric,Fabric,6005,601,Kg,462,277662,9,24989.58,9,24989.58,49979.16,327641.16000000003,Partial,Cheque,2025-11-27,TXN586773,Road,EWB7920107,Ravi,Rejected,
4558,INV-14558,2025-06-01,2025-06-04,2025-06-05,2025-07-04,V004,Sakthi Traders,33SAKTR1121Z4,Tamil Nadu,+916346551535,I003,Grey Fabric,Fabric,6006,781,Kg,298,232738,9,20946.42,9,20946.42,41892.84,274630.83999999997,Pending,Cheque,2025-06-04,TXN835819,Courier,EWB1218974,Kumar,Approved,
4559,INV-14559,2024-09-27,2024-10-02,2024-10-08,2024-11-01,V001,ABC Textiles,33ABCDE1234Z1,Tamil Nadu,+916651044973,I004,Dyed Fabric,Fabric,6005,386,Kg,170,65620,9,5905.8,9,5905.8,11811.6,77431.6,Pending,Cheque,,TXN954640,Courier,EWB1562985,Suresh,Rejected,
4560,INV-14560,2025-05-21,2025-05-22,2025-05-27,2025-06-21,V002,Sri Yarn Mills,33SRIYM5678Z2,Tamil Nadu,+917674217874,I001,Cotton Yarn,Yarn,5205,212,Kg,203,43036,9,3873.24,9,3873.24,7746.48,50782.479999999996,Paid,Cheque,2025-05-22,TXN456828,Courier,EWB8101562,Kumar,Rejected,
4561,INV-14561,2025-04-30,2025-05-03,2025-05-10,2025-06-02,V002,Sri Yarn Mills,33SRIYM5678Z2,Tamil Nadu,+916042973046,I005,Knitted Cloth,Fabric,6001,822,Kg,497,408534,9,36768.06,9,36768.06,73536.12,482070.12,Paid,UPI,2025-05-03,TXN665292,Courier,EWB3189513,Ravi,Approved,
4562,INV-14562,2024-10-29,2024-11-02,2024-11-03,2024-12-02,V002,Sri Yarn Mills,33SRIYM5678Z2,Tamil Nadu,+917231012054,I001,Cotton Yarn,Yarn,5205,514,Kg,336,172704,9,15543.36,9,15543.36,31086.72,203790.72,Pending,RTGS,2024-11-02,TXN892722,Courier,EWB2508150,Ravi,Approved,
4563,INV-14563,2024-04-06,2024-04-07,2024-04-12,2024-05-07,V005,Vijay Spinning,33VIJSP3141Z5,Tamil Nadu,+919731126246,I004,Dyed Fabric,Fabric,6005,566,Kg,223,126218,9,11359.62,9,11359.62,22719.24,148937.24,Paid,NEFT,2024-04-07,TXN893752,Road,EWB5507953,Ravi,Approved,
4564,INV-14564,2025-04-03,2025-04-06,2025-04-11,2025-05-06,V003,Lakshmi Fabrics,33LAKFA9101Z3,Tamil Nadu,+919460195913,I002,Polyester Yarn,Yarn,5402,647,Kg,466,301502,9,27135.18,9,27135.18,54270.36,355772.36,Partial,RTGS,2025-04-06,TXN495142,Road,EWB1494602,Suresh,Approved,
4565,INV-14565,2024-12-08,2024-12-10,2024-12-17,2025-01-09,V002,Sri Yarn Mills,33SRIYM5678Z2,Tamil Nadu,+917749496270,I001,Cotton Yarn,Yarn,5205,427,Kg,381,162687,9,14641.83,9,14641.83,29283.66,191970.66,Pending,UPI,2024-12-10,TXN192228,Road,EWB6261387,Suresh,Approved,
4566,INV-14566,2024-03-21,2024-03-26,2024-03-31,2024-04-25,V003,Lakshmi Fabrics,33LAKFA9101Z3,Tamil Nadu,+917087855794,I001,Cotton Yarn,Yarn,5205,759,Kg,386,292974,9,26367.66,9,26367.66,52735.32,345709.32,Paid,NEFT,2024-03-26,TXN202097,Road,EWB8635956,Suresh,Rejected,
4567,INV-14567,2025-01-08,2025-01-13,2025-01-15,2025-02-12,V004,Sakthi Traders,33SAKTR1121Z4,Tamil Nadu,+916537016342,I003,Grey Fabric,Fabric,6006,479,Kg,473,226567,9,20391.03,9,20391.03,40782.06,267349.06,Partial,UPI,2025-01-13,TXN105993,Road,EWB4847980,Ravi,Rejected,
4568,INV-14568,2025-09-09,2025-09-14,2025-09-21,2025-10-14,V001,ABC Textiles,33ABCDE1234Z1,Tamil Nadu,+916685015962,I002,Polyester Yarn,Yarn,5402,911,Kg,204,185844,9,16725.96,9,16725.96,33451.92,219295.91999999998,Pending,UPI,2025-09-14,TXN849381,Courier,EWB7407245,Ravi,Approved,
4569,INV-14569,2025-08-25,2025-08-29,2025-09-02,2025-09-28,V003,Lakshmi Fabrics,33LAKFA9101Z3,Tamil Nadu,+916283592077,I005,Knitted Cloth,Fabric,6001,953,Kg,321,305913,9,27532.17,9,27532.17,55064.34,360977.33999999997,Partial,UPI,2025-08-29,TXN440338,Road,EWB7963904,Ravi,Rejected,
4570,INV-14570,2024-07-17,2024-07-21,2024-07-23,2024-08-20,V002,Sri Yarn Mills,33SRIYM5678Z2,Tamil Nadu,+918115647306,I004,Dyed Fabric,Fabric,6005,102,Kg,486,49572,9,4461.48,9,4461.48,8922.96,58494.96,Paid,NEFT,,TXN987480,Courier,EWB3485818,Kumar,Approved,
4571,INV-14571,2024-07-12,2024-07-14,2024-07-20,2024-08-13,V002,Sri Yarn Mills,33SRIYM5678Z2,Tamil Nadu,+918061625898,I003,Grey Fabric,Fabric,6006,219,Kg,224,49056,9,4415.04,9,4415.04,8830.08,57886.08,Partial,Cheque,2024-07-14,TXN365365,Courier,EWB1962433,Ravi,Approved,
4572,INV-14572,2024-09-25,2024-09-28,2024-09-29,2024-10-28,V002,Sri Yarn Mills,33SRIYM5678Z2,Tamil Nadu,+917665116235,I005,Knitted Cloth,Fabric,6001,853,Kg,330,281490,9,25334.1,9,25334.1,50668.2,332158.2,Partial,NEFT,,TXN413177,Courier,EWB9860139,Ravi,Rejected,
4573,INV-14573,2024-12-06,2024-12-11,2024-12-16,2025-01-10,V002,Sri Yarn Mills,33SRIYM5678Z2,Tamil Nadu,+919858897049,I002,Polyester Yarn,Yarn,5402,662,Kg,199,131738,9,11856.42,9,11856.42,23712.84,155450.84,Paid,UPI,,TXN810987,Road,EWB2943346,Ravi,Rejected,
4574,INV-14574,2025-02-04,2025-02-05,2025-02-10,2025-03-07,V004,Sakthi Traders,33SAKTR1121Z4,Tamil Nadu,+919964495058,I002,Polyester Yarn,Yarn,5402,301,Kg,175,52675,9,4740.75,9,4740.75,9481.5,62156.5,Pending,RTGS,2025-02-05,TXN829675,Courier,EWB6907111,Suresh,Approved,
4575,INV-14575,2025-10-22,2025-10-27,2025-10-28,2025-11-26,V002,Sri Yarn Mills,33SRIYM5678Z2,Tamil Nadu,+916218023638,I004,Dyed Fabric,Fabric,6005,405,Kg,342,138510,9,12465.9,9,12465.9,24931.8,163441.8,Paid,Cheque,2025-10-27,TXN824554,Road,EWB1723937,Suresh,Rejected,
4576,INV-14576,2025-08-02,2025-08-04,2025-08-11,2025-09-03,V002,Sri Yarn Mills,33SRIYM5678Z2,Tamil Nadu,+918763882430,I001,Cotton Yarn,Yarn,5205,816,Kg,313,255408,9,22986.72,9,22986.72,45973.44,301381.44,Partial,NEFT,2025-08-04,TXN685324,Courier,EWB6561616,Anita,Rejected,
4577,INV-14577,2024-06-26,2024-06-30,2024-07-02,2024-07-30,V001,ABC Textiles,33ABCDE1234Z1,Tamil Nadu,+917983089819,I003,Grey Fabric,Fabric,6006,803,Kg,366,293898,9,26450.82,9,26450.82,52901.64,346799.64,Partial,Cheque,2024-06-30,TXN262534,Courier,EWB2787642,Suresh,Rejected,
4578,INV-14578,2025-04-02,2025-04-04,2025-04-08,2025-05-04,V004,Sakthi Traders,33SAKTR1121Z4,Tamil Nadu,+919711915530,I003,Grey Fabric,Fabric,6006,688,Kg,301,207088,9,18637.92,9,18637.92,37275.84,244363.84,Paid,NEFT,,TXN845848,Road,EWB3479302,Anita,Approved,
4579,INV-14579,2024-10-28,2024-10-29,2024-10-31,2024-11-28,V005,Vijay Spinning,33VIJSP3141Z5,Tamil Nadu,+918639597742,I002,Polyester Yarn,Yarn,5402,649,Kg,447,290103,9,26109.27,9,26109.27,52218.54,342321.54,Partial,UPI,,TXN890019,Road,EWB9572258,Kumar,Approved,
4580,INV-14580,2025-10-19,2025-10-23,2025-10-24,2025-11-22,V001,ABC Textiles,33ABCDE1234Z1,Tamil Nadu,+917112539507,I001,Cotton Yarn,Yarn,5205,169,Kg,224,37856,9,3407.04,9,3407.04,6814.08,44670.08,Paid,UPI,2025-10-23,TXN814213,Road,EWB9325643,Suresh,Rejected,
4581,INV-14581,2025-12-21,2025-12-25,2025-12-28,2026-01-24,V005,Vijay Spinning,33VIJSP3141Z5,Tamil Nadu,+919376829571,I004,Dyed Fabric,Fabric,6005,889,Kg,308,273812,9,24643.08,9,24643.08,49286.16,323098.16000000003,Partial,Cheque,2025-12-25,TXN544180,Road,EWB8092426,Kumar,Approved,
4582,INV-14582,2024-12-12,2024-12-13,2024-12-17,2025-01-12,V002,Sri Yarn Mills,33SRIYM5678Z2,Tamil Nadu,+916925508108,I004,Dyed Fabric,Fabric,6005,328,Kg,416,136448,9,12280.32,9,12280.32,24560.64,161008.64,Paid,UPI,2024-12-13,TXN399535,Courier,EWB7573019,Anita,Rejected,
4583,INV-14583,2024-07-22,2024-07-24,2024-07-27,2024-08-23,V002,Sri Yarn Mills,33SRIYM5678Z2,Tamil Nadu,+917399125964,I001,Cotton Yarn,Yarn,5205,104,Kg,212,22048,9,1984.32,9,1984.32,3968.64,26016.64,Partial,UPI,2024-07-24,TXN936781,Courier,EWB8631886,Kumar,Approved,
4584,INV-14584,2026-01-18,2026-01-22,2026-01-26,2026-02-21,V002,Sri Yarn Mills,33SRIYM5678Z2,Tamil Nadu,+918515751592,I005,Knitted Cloth,Fabric,6001,308,Kg,193,59444,9,5349.96,9,5349.96,10699.92,70143.92,Pending,Cheque,2026-01-22,TXN898622,Road,EWB4383415,Suresh,Rejected,
4585,INV-14585,2024-08-01,2024-08-05,2024-08-10,2024-09-04,V003,Lakshmi Fabrics,33LAKFA9101Z3,Tamil Nadu,+917826700222,I003,Grey Fabric,Fabric,6006,868,Kg,383,332444,9,29919.96,9,29919.96,59839.92,392283.92,Partial,RTGS,2024-08-05,TXN786309,Road,EWB4872797,Ravi,Approved,
4586,INV-14586,2024-05-25,2024-05-26,2024-05-31,2024-06-25,V002,Sri Yarn Mills,33SRIYM5678Z2,Tamil Nadu,+917106884019,I003,Grey Fabric,Fabric,6006,201,Kg,218,43818,9,3943.62,9,3943.62,7887.24,51705.24,Paid,NEFT,,TXN847379,Road,EWB9307459,Kumar,Approved,
